"CountryName","AIIB.member","IMF.voting.power","foreign.invest.outflow","foreign.invest.inflow","capital.account","financial.account","reserve.related.item","current.account.balance","total.reserve","GDPgrowth","GNIgrowth","domestic.income","domestic.saving","gross.saving","trade","hightech.export","port.infrastructure","exchange.Rate","mobilephone.access","sim_CHN","sim_USA","infras_frequency","invest_frequency","wordscores"
"Timor-Leste",0,0.03,12666666.6666667,33905491.522696,-3270599.0860505,1011123833.24397,-389607328.157418,1106158841.68059,311471103.17786,5.86113615870154,-22.7212627450849,1160719730.9417,-47.7483917083631,110.759727441804,101.429592566119,8043551454.47962,2.2,-10074.6475428535,1375749,0.530335708719413,0.495706238510801,0,0,0.169365505885162
"Tonga",0,0.03,11479502.0495243,56043795.3833,-1306338130.44476,-2672773116.12234,3484411840.56167,-11159509760.55,158784858.205562,2.06468458741756,0.637601652847179,76009461078802.2,4.98213658578612,10.8236958667703,74.9743066528972,24663,3.52217290495026,1.84677368453546,68000,0.371892509721448,0.260439512426034,0,0,0.331972672832728
"Trinidad and Tobago",0,0.12,1274635672.4634,2488800000,-1641514100.30949,13220618678.3622,6963020549.3498,9040466825.62502,11971240516.5882,-0.575925252656859,-1.38465437346125,90385877086.4547,27.0742983596004,36.9618463681044,80.3878098400133,9302994959.90881,4.2,6.40909457829793,1980566,0.416450844586319,0.292905295862542,0,1,0.350596356839647
"Tunisia",0,0.14,21794448.8949625,1024754443.57725,300351951.934263,-3907697291.88449,-131716841.682588,-4340583445.00567,7498011535.46661,2.86812367021876,3.37966675506585,10137735727064.4,12.811695703821,13.8906378775709,102.121485844387,706923421,3.9,1.697675,14283633,0.420783388431551,0.405746109292331,0,0,0.239224058750733
"Turkey",1,0.96,7.047e+09,1.2523e+10,-7e+07,-4.2062e+10,-484483477.920441,-4.3552e+10,127421926598.114,3.02011821310668,3.04253924735454,122805994420.262,15.7678184164856,14.9261617354497,60.0130499370702,2346682136,4.4,2.18854241775473,71888416,0.445244413964571,0.520080512544939,0,0,0.084470367370397
"Tuvalu",0,0.03,-29578632912.1516,630994.447248864,3996478699.09591,-12952577327.1228,8920639344.04522,-21586430347.4594,-169145383358.881,2.23586593546206,1.38542448159432,371981876264223,14.4857978649403,15.6608216574991,81.8368170634139,-13135096869.3352,3.94831922280816,1853.92079466013,3800,0.441365046006171,0.362640332075394,0,0,0.298387983116742
"Tanzania",0,0.11,0,2044550442.81909,535480739.826718,-4149741487.15203,-256599949.74232,-5017462591.68674,4390430958.69201,6.96513331674484,6.80440319476952,41194742277994.8,19.7565475534536,19.6708028063983,49.2025178022855,22713535,3.3,1654.00451119232,31862656,0.450039693108501,0.41308115506096,0,1,0.249851469195764
"Uganda",0,0.1,27018297.3519362,1058564540.34685,152996419.749108,-1632381517.94876,24272776.4880709,-2431329416.04694,3316364056.74889,5.1838289628917,5.07343035127236,50824869352400,17.0167005805942,19.16570821344,45.5397081214841,10556376,2.8,2599.78852141862,20365941,0.209214635410558,0.208886592194993,0,1,0.222486965329886
"Ukraine",0,0.43,5.48e+08,8.47e+08,4e+08,-3.663e+09,-13307894526.3733,-4.596e+09,7538804525.29179,-6.55261889108043,-6.02400257023874,1141133850142.24,9.89063686460836,9.87754887312802,100.691782483624,1921996739,3.3,11.8866594166667,61170229,0.33783027892437,0.30759857078732,0,0,0.188372755789119
"Uruguay",0,0.11,236648512.848617,2385090966.36033,1.2e+07,-2663118319.83042,1337471121.58768,-2579948890.7531,17554715109.2235,3.23879121621601,2.9223525379158,704099458126.478,19.200511408557,15.9047862021849,49.0876241012646,171097517,4.7,23.246025,5497094,0.34461628769572,0.399897699578502,0,1,0.181543165694362
"United States",0,16.53,3.43439e+11,2.07367e+11,-4.6e+07,-2.87378e+11,-3583471738.23292,-3.92066e+11,434416453479.958,2.37045767146387,2.33450610838655,16185597676791,17.0882906862565,19.2739041446486,30.2381581940842,155640595588,5.7,1,355500000,0.470202679017315,1,0,4,-1
"Uzbekistan",1,0.14,1472444250.52199,626195000,3947341529.37535,-12162830591.9183,291817569.449821,-25573597094.0128,-177375878095.306,8.10000000197515,7.61050260250022,2960883467300,20.288672259348,17.0793003192751,50.505752708502,-20009413768.0791,3.76875499749137,969.034433814221,21639200,0.397947236885952,0.260892202938225,2,1,0.325734575855935
"St. Vincent and the Grenadines",0,0.03,377407.407407407,109812222.222222,-1466779877.12582,5008654288.11362,-32025352011.0555,15537223606.8988,157371375.968024,1.15211620650193,-0.670063609600931,-20551592641954.8,-6.0525156502768,10.882750355469,82.1199282820094,23323585988.0341,3.46745598826692,2.7,115017,0.447623920402609,0.403914655880738,1,1,0.200891057150952
"Venezuela, RB",0,0.77,1.094e+09,3.9e+08,-477499318.460346,3.2e+07,-609103355.496684,3.598e+09,21454906878.6789,-3.89438647450662,-2.07190147223179,64355579619.1614,10.1070439918238,20.3873225831508,48.0908135255646,-19174440274.7667,2.6,6.2842,30528022,0.47858698759458,0.564975820896062,0,0,0.0810447707154449
"Vietnam",1,0.26,1.15e+09,9.2e+09,-285562574.19477,2803700000,8374929603.66529,9.359e+09,34189370165.8009,5.98365463697851,5.34853104823137,2792371539966750,30.1076858066928,30.5174477685319,169.534524370622,30863791585,3.7,21148,136148124,0.587213941665933,0.31993198026572,0,0,0.443989012962289
"Vanuatu",0,0.03,450411.145640561,13266163.5152466,31739670.678399,11879670.1411344,12282486.5748806,19453610.948304,183998614.771142,2.33100621490578,3.00909182180904,66060380620.8891,25.5950650368479,29.510814283986,97.9471362297589,781412665.045976,3.79202394057347,97.0716666666667,156051,0.569764901379948,0.403300307981225,0,0,0.31458339400853
"West Bank and Gaza",0,0,-29649064,159711665.338643,691016712.345528,-1074919515.50639,-20485580.3390476,-2149193899.45392,672378108.54,-1.09138909634908,0.941881065020993,26031996964.6906,-20.6171945572777,2.09450266862406,73.7770928138504,1101491,3.25116105311799,-294.346725098907,3197550,0.420115479185945,0.429951913652526,0,0,0.20949786835
"Samoa",0,0.03,4328891.93920772,22838887.6043212,39261940.5920665,-48628506.249938,-25120049.7294679,-48619012.1937578,140650300.35772,1.19614733672142,2.47415281236534,184587918426145,0.740910897612359,17.966542739327,80.6937945807395,365039,4.29726702450485,2.33176884618308,106524,0.498750306018022,0.407344736678622,0,0,0.258460378899879
"Yemen, Rep.",0,0.13,11590000,-233104668.580815,1815110537.36625,-1042690413.55423,-1296010666.17772,-1488253310.7538,116914507589.129,-0.188690232450909,-1.24917038940256,127771327419665,0.963087954433096,8.91587516639373,49.8365748424454,1219706,2.6,214.89,17100000,0.458455596434695,0.331265179254095,1,0,0.360418953364759
"South Africa",1,0.64,7692076889.07784,5791659020.09998,21761207.9484841,-13917745388.3082,1398386181.04315,-18632870503.6848,49121577905.7977,1.62887154261438,1.59015332878639,3007727592664.72,19.0259053713115,15.4583886702714,64.0869357896054,2488862532,4.9,10.8526555687831,79280731,0.491944099874227,0.392249591336483,2,0,0.310739065605348
"Congo, Dem. Rep.",0,0.24,-1843173235.91732,-343601083.419347,320542258.062646,-1414419726.95439,76079440.3850458,-1722614687.4218,1556984728.9922,8.96947948331517,8.87035820259212,8984230008352.48,14.3283057631028,11.2542017333977,80.0556719206428,807499735.763969,3.25683726266915,925.226282531997,37102958,0.396981293946952,0.355493002218829,1,1,0.227148844437024
"Zambia",0,0.22,-9.76e+08,1507800000,5.1e+07,-353913271.766737,300965763.596541,-387327907.89247,3078364086.01179,4.69582637269048,5.0383398907661,182999970071768,31.6241900001497,29.3754137792372,80.0635129674803,19026361,2.7,6.15281624812449,10114867,0.380979726135106,0.262562246813364,0,1,0.305970088495833
"Zimbabwe",0,0.17,7.2e+07,472800000,369400000,-1971493289.30395,-303671049.1545,-2254328167.14883,363833265.28051,3.84829030719978,3.60523032649165,12196773995.1698,-12.2011423258402,-6.01042300855727,79.5608826919233,11721077,3.6,2469.1645103343,11798652,0.455956900620511,0.259410990440886,2,0,0.371294349847189
